Charity_Legal_Name,Charity_Website,Charity_Size,charity_ID,age
St Michaels Catholic Church - Heyfield,www.cdsale.org.au,Small,9565,132
Andrew Hunter Ministries Incorporated,www.collab3rate.org,Small,9578,3
Ruok? Limited,www.ruok.org.au,Large,9583,13
Hope Worldwide (Australia) Aid Pty Ltd,https://www.hopeworldwide.org.au,Small,9610,8
Withcott Church of Christ,www.withcottchurch.org,Small,9641,40
Kariong Neighbourhood Centre Inc,www.knc.net.au,Medium,9649,34
Kids 4 Kids Inc,https://www.kids4kidsinc.org,Small,9782,28
ANIMAL THERAPIES LTD,www.animaltherapies.org.au,Small,9873,4
Airborne Aid Ltd,https://www.airborneaid.org.au/,Small,9879,3
Pinjarra Family Church,www.pinjarrafamilychurch.com,Small,9913,21
Church Of Christ Campbelltown,https://www.ccoc.org.au,Medium,9951,60
Hindu Society Of Nt Inc,darwinhindutemple.org,Medium,10031,34
Women Illawarra Incorporated,https://www.womenillawarra.org.au/,Large,10100,43
Shoe Boxes Of Love Inc,http://www.shoeboxesoflove.org.au,Small,10111,11
CCR Cairns,ccrcairns.org.au,Small,10153,36
Acc International Relief Inc.,https://www.accir.org.au/,Large,10158,36
Nakango Vision,http://www.nakangovisions.com.au,Small,10180,13
Headspace National Youth Mental Health Foundation Ltd,https://www.headspace.org.au/,Large,10202,13
RIDDELLS CREEK NEIGHBOURHOOD HOUSE INC,https://www.riddellscreekneighbourhoodhouse.com/,Small,10216,13
SMILING MIND,www.smilingmind.com.au,Large,10230,9
P.S. My Family Matters Inc,www.psmfm.org.au,Small,10267,7
Capital Cross Tamil Church,https://capitalcrosschurch.org.au/,Small,10290,3
St Pius X Catholic Church West Heidelberg,http://pol.org.au/heidelbergwest,Small,10293,69
Vos Foundation,https://www.vosconstruction.com.au/vos-foundation/,Medium,10297,35
Our Lady Of The Way Catholic Church Kingsbury,http://www.olwkingsbury.org.au,Small,10320,55
Dunn Memorial Uniting Church Mount Barker,https://mtbarker.ucasa.org.au,Small,10377,45
Anglican Parish Of Cobram,https://www.anglicanparishofcobram.org/,Small,10389,120
Queenslanders With Disability Network Limited,www.qdn.org.au,Large,10394,24
Giving Back Australia Ltd,www.givingbackaustralia.org.au,Small,10396,6
Uca - St Johns Uniting Church Wahroonga,https://stjohnsunitingchurchwahroonga.uca.org.au/,Medium,10413,45
Perth Homeless Support Group Inc,www.perthhomeless.org.au,Medium,10420,8
Investing In Our Youth Inc,https://www.investinginouryouth.com.au/,Large,10451,20
The Venny Inc,www.thevenny.org.au,Medium,10479,41
Waroona Community Resource Centre Inc,waroonacrc.com.au,Medium,10514,24
The Trustee For The Kirkby Trust,www.bushchurchaid.com.au,Medium,10524,20
The Trustee For Newcastle Permanent Charitable Foundation,www.charitablefoundation.com.au,Large,10536,22
Sacred Heart Catholic Church Kew,https://shkew.org.au,Small,10568,132
STAR HOPE FOUNDATION LIMITED,http://www.starhopefoundation.com.au,Small,10589,2
Gladstone Women's Health Centre Inc,www.gladstonewomenshealth.org.au,Large,10612,29
Lutheran Community Care,www.lccare.org.au,Large,10670,53
Borderless Community Services,https://borderlesscommunityservices.com,Small,10709,6
THE UNITED VIETNAMESE BUDDHIST CONGREGATION OF VICTORIA INC,http://quangminh.org.au,Medium,10745,37
Toowoomba Christian Broadcasters Assoc Inc,www.929voice.fm,Small,10767,28
Holy Trinity Anglican Church Williamstown,www.htw.org.au,Small,10830,169
Towards Hope Inc.,www.towardshope.org,Small,10877,13
W C T U Australia Ltd,http://www.wctu.com.au,Small,10889,131
Marlin Coast Neighbourhood Centre Inc,www.mcnc.org.au,Medium,10898,32
Australian and New Zealand Association of Theological Studies (ANZATS) Limited,www.anzats.edu.au,Small,10970,53
Sunrise Foundation International,www.rccgaustraliapacific.org,Small,10982,10
The Eighty Club Melbourne Incorporated,www.eightyclubmelbourne.org.au,Small,10997,40
St Johns Catholic Church Frankston East,https://www.frankstoncatholic.com.au,Small,11066,53
Geeveston Community Centre Inc,https://www.geeveston.org.au,Large,11155,37
Ramon Helps Inc,www.ramonhelps.org,Small,11169,8
BEHOLD YOUR GOD MINISTRY,behold-your-god.com,Small,11322,15
Kangaroo Ground Public Cemetery,kangaroogroundcemetery.com.au,Medium,11357,171
CCA New South Wales Ltd,http://www.ccas.org.au,Large,11389,57
The United Vietnamese Buddhist Congregation In Aust-New Zealand Inc,https://www.uvbcanz.org.au/,Medium,11460,23
Sivan Arul Foundation Inc,www.sivanarul.org,Medium,11508,13
Aboriginal Housing Co Ltd,www.ahc.org.au,Large,11511,49
The Centre For Volunteering,www.volunteering.com.au,Large,11515,48
Queensland Tertiary Admissions Centre Limited,http://qtac.edu.au,Large,11542,31
Central Coast Community College,cccc.nsw.edu.au,Large,11551,39
Loddon Mallee Housing Services Limited,www.havenhomesafe.org.au,Large,11562,24
Melbourne Shwetambar Jain Sangh Inc.,www.msjs.org.au,Large,11619,15
Gold Coast Sikh Association Inc,http://gurdwarasahibgoldcoast.com.au,Small,11635,12
Workskil Australia Ltd,www.workskil.com.au,Large,11649,8
Catholic Parish Of St Brigid Dubbo,www.bathurst.catholic.org.au,Small,11715,157
St Albans Community Youth Club Incorporated,https://www.facebook.com/tinshed3021,Medium,11724,69
Financial Counselling Hunter Valley Project Inc,www.fchv.org.au,Medium,11742,29
Christ Church Anglican Church Whittlesea With St Peters Anglican Chuch Kinglake,https://www.whittleseakinglakeanglican.org.au/,Small,11767,156
Arts Northern Rivers Incorporated,www.artsnorthernrivers.com.au,Medium,11779,18
The Trustee For Latin Mass (Melbourne) Trust,http://pol.org.au/caulfieldsouth,Small,11806,22
The Archbishop Of Sydney's Anglican Aid,www.anglicanaid.org.au,Large,11844,88
Find A Penny Foundation Inc,www.findapenny.org.au,Small,11862,8
One Heart Care Inc,www.oneheartchurch.com.au,Small,11865,12
ACC Chaplaincy Australia Limited,https://www.chaplaincyaustralia.com,Medium,11885,7
Rewire Ltd,rewire.org.au,Small,11889,7
St Francis Xavier's Catholic Church Mansfield,http://pol.org.au/mansfield,Small,11900,160
Central West Womens Health Centre Incorporated,www.cwwhc.org.au,Medium,11912,36
FirstCare Pty Ltd,www.firstcare.org.au,Large,11921,4
DOTERRA HEALING HANDS FOUNDATION AUSTRALIA AND NEW ZEALAND LIMITED,https://www.doterra.com/AU/en_AU/healing-hands-foundation-australia-new-zealand,Large,11925,4
Dominion Grace Ministries Australia INC.,www.dominiongrace.com.au,Small,11930,7
Centre for Youth Health and Wellbeing Ltd,https://eightdow.wixsite.com/mysite,Small,11933,4
The Trustee For Interseed Foundation,https://interseed.org.au/,Small,11941,11
Victorian Mental Illness Awareness Council,https://www.vmiac.org.au/,Large,11963,40
The Religious Society Of Friends (Quakers)Qld Regl Meeting Inc,https://www.quakersaustralia.info/QRM,Small,11965,43
St Andrews Parish Werribee,https://www.standrewswerribee.org.au,Medium,11996,116
Unitingcare Community,http://www.unitingcareqld.com.au,Large,12022,45
BURNIE COMMUNITY HOUSE INC,www.burniecommunityhouse.com.au,Medium,12066,38
Feed Our Medics Inc,www.feedourmedics.org.au,Small,12068,2
Braidwood Life Centre,https://braidwoodlifecentre.org.au/,Small,12092,11
This Is My Brave Australia,www.thisismybraveaustralia.com,Small,12121,4
St Dominic's Catholic Church Broadmeadows,http://www.sdbroadmeadows.com,Small,12125,64
UCA Presbytery Of Western Victoria,https://victas.uca.org.au/churches-faith/presbyteries/western-victoria/,Small,12127,45
Volunteer Marine Rescue Southport Surfers Paradise Association Inc,http://www.vmrsouthport.com.au,Medium,12146,38
Derwent Valley Community House Inc,http://www.dvch.org.au,Medium,12168,18
Macquarie Cottage Counselling Servicesinc,https://macquariecottagecounsellingservice.net,Small,12182,26
Iskcon Ng,www.krishnafarm.net,Large,12220,15
St Marys Catholic Church - Cowes,www.cdsale.org.au,Small,12232,27
Royal Flying Doctor Service Of Australia (Western Operations),https://www.flyingdoctor.org.au/wa/,Large,12248,28
Rural And Remote Medical Services Limited,https://www.ruralandremotehealth.org.au/,Large,12269,21
Rockhampton And Environs Affordable Community Housing Limited,www.reachhousing.com.au,Large,12273,20
Agencies For South West Accommodation Inc,www.accordwest.com.au,Large,12315,35
Banksia Palliative Care Service Incorporated,http://www.banksiapalliative.com.au,Large,12428,33
Mu Australia Diocese Of Willochra,www.muaustralia,Small,12435,23
UnitingSA Ltd,https://unitingsa.com.au/,Large,12442,103
Iona - Maryknoll Catholic Parish,www.cdsale.org.au,Small,12463,54
Devonport Chaplaincy Inc.,www.devonportchaplaincy.org.au,Large,12468,16
SIKH VOLUNTEERS AUSTRALIA INCORPORATED,https://www.sikhvolunteersaustralia.org,Medium,12517,7
Resurrection Catholic Church Keysborough,http://www.resurrectionparish.org.au/,Medium,12572,48
Rural Aid Ltd,www.ruralaid.org.au,Large,12593,6
Reflex Social Services Ltd,reflex.org.au,Small,12599,6
Sharing Hope Ltd,sharinghope.org.au,Small,12600,6
Little Helpers on the Run Ltd,https://www.littlehelpersontherun.org.au,Small,12605,5
The Missionaries Of St Andrew Anglican Aid Abroad,www.anglicanaidabroad.com.au,Medium,12626,46
NATURAL DESIGN RESEARCH INSTITUTE LTD.,www.ndri.earth,Small,12634,3
RENEW CHURCH LTD,https://renewgc.com/,Small,12640,2
9 LIVES PROJECT RESCUE LTD.,www.the9livesproject.org,Small,12650,1
Small Paws Animal Rescue Qld,www.sparqld.com,Small,12668,4
Eimeo Surf Life Saving Club Inc.,https://www.eimeoslsc.com.au/,Small,12732,22
Vision International College Inc,www.visioncolleges.net,Small,12738,27
Gippsland Employment Skills Training Inc,www.gest.com.au,Large,12778,36
Mumbulla School For Rudolf Steiner Education Limited,www.mumbullaschool.com.au,Large,12825,34
Mercy Ships Australia Limited,www.mercyships.org.au,Large,12897,21
The Trustee for the Volunteer Fire Fighters Occupational Illnesses (VFFOI) Awareness and Protection Fund,www.vfbv.com.au,Small,12921,7
Flowerdale Community House Inc,www.flowerdalecommunityhouse.com.au,Small,12929,15
Husky And Malamute Rescue Inc.,www.hamr.com.au,Small,12934,6
Victory Church International Ltd.,www.victorychurch.net.au,Large,12938,13
Jump Start Foundation,www.jumpstartfoundation.org.au,Small,12945,11
The Catholic Parish of St Mary of the Cross Mordialloc and Aspendale,https://www.melbcatholic.org/s/mordialloc-aspendale,Small,12959,73
Boronia Multicultural Services,www.bms.org.au,Medium,12964,32
Community Care Kitchen,www.communitycarekitchen.org.au,Medium,12977,2
Holbrook Meals On Wheels Service Inc,https://holbrookmealsonwheels.com.au,Medium,12996,52
Animal Protection Association Of Australia,https://www.facebook.com/AnimalProtectionAssociationAustralia,Small,13039,18
People 4 Pets Inc,www.people4petsinc.org,Small,13058,4
Northside Life Church Incorporated,https://www.northsidelifechurch.org.au,Small,13086,14
Australian Primary Health Care Nurses Association Limited,http://www.apna.asn.au,Large,13097,21
The Adelaide Benevolent & Strangers' Friend Society Inc,www.adelaide.org.au,Large,13110,174
Volunteering and Contact ACT Limited,http://www.volunteeringact.org.au,Large,13127,33
Australian Churches Of Christ Global Mission Partners Ltd,www.gmp.org.au,Large,13138,96
Endless Horizons Inc,www.endlesshorizons.org.au,Small,13154,23
Classroom of Hope Limited,www.classroomofhope.org,Medium,13226,6
Reach for Nepal Foundation Ltd,www.reachfornepal.org,Small,13229,6
Pottsville Beach Neighbourhood Centre Inc,www.pbnc.org.au,Large,13269,22
Picabeen Community Association Inc,picabeen.org.au,Medium,13326,30
Benalla Parish Federal Board of Presbyterian Church Victoria,pcvic.org,Small,13365,117
Enterprising Aardvark Counselling and Consultancy Inc.,https://enterprisingaardvark.wordpress.com/,Small,13411,5
The Townsville Pentecostal Church Inc,www.pentecostalsanctuary.org,Small,13446,23
The Trustee For Pricewaterhousecoopers Foundation Trust,https://www.pwc.com.au/about-us/social-impact.html,Medium,13449,19
Love This City Inc,lovethiscity.org.au,Small,13461,18
Bereaved Parent Support NT,www.ambernt.org.au,Medium,13526,32
The Royal Australian Regiment Foundation,www.rarfoundation.org.au,Large,13546,30
THE TRUSTEE FOR THE YONG FOUNDATION,http://www.yong.com.au/contact-us,Small,13552,13
Medowie Assembly Of God Fellowship Administration Inc,http://www.medowieaog.com,Small,13580,22
Catholic Church Of St Patrick Wellington,www.bathurst.catholic.org.au,Small,13610,166
Lithgow Information and Neighbourhood Centre Limited,www.linc.org.au,Large,13664,41
St Francis Of Assisi Catholic Church Mill Park,http://pol.org.au/millpark,Medium,13687,37
Bucaan Community House Inc,www.chigwellcommunity.org.au,Medium,13732,36
Surf Life Saving Sydney Northern Beaches Inc,www.surflifesaving.net.au,Large,13792,63
Royal Life Saving Society Australia ACT Branch Limited,www.royallifesaving.com.au/act,Large,13827,35
St Martin De Porres Church,http://pol.org.au/avondaleheights,Small,13833,60
Keysborough Learning Centre,www.klckeys.com.au,Large,13835,46
Byron Bay Lighthouse Run,www.byronbaylighthouserun.com.au,Small,13873,5
Medical Repurposing Network Inc,mrnetwork.com.au,Small,13908,5
ECS Ministries - Queensland Inc,www.ecsaust.com.au,Small,13913,5
Captivating Australia Limited,www.captivating.org,Medium,13923,6
COMPUTER SIMULATION & ADVANCED RESEARCH TECHNOLOGIES (CSART) LTD,www.csart-world.com,Small,13962,3
MAHAMEVNAWA BUDDHIST MEDITATION CENTRE - MELBOURNE-WEST LTD.,https://mahamevnawamel-west.org.au/,Small,13977,2
Slavic Gospel Association,www.sga.org.au,Medium,14052,29
Wollondilly Support And Community Care Inc.,http://www.iccare.org.au,Large,14097,14
Melbourne Anglican Foundation Trust,www.melbourneanglican.org.au/melbourne-anglican-foundation,Small,14117,35
Phoenix House Association Incorporated,www.phoenixhouse.com.au,Large,14144,27
The Trustee for SHIVSAKTI SEVA TRUST,www.thetrusteeforshivsaktisevatrust.com,Small,14148,1
St John Bosco Catholic Church Niddrie,pol.org.au/niddrie,Small,14152,68
Resilient Byron Incorporated,www.resilientbyron.org,Small,14170,2
Lighthouse Family Church Ltd,www.lighthousecare.org.au,Large,14180,37
Ipswich Mens Shed Inc,ipswichmensshed.org.au,Small,14186,8
MAF International,www.mafint.org,Large,14198,74
Saint Thomas Mores Catholic Church Hadfield,https://stmhadfield.org.au,Small,14260,58
Relationships Australia Western Australia Incorporated,www.relationshipswa.org.au,Large,14267,72
Jewish National Fund Of Australia Ltd,WWW.JNF.ORG.AU,Large,14271,27
River's Edge Church Limited,www.riversedgechurch.com.au,Medium,14293,14
St. Merkorious Charity Association Inc.,www.stmerkorious.org,Medium,14305,8
Hands of Hope Indonesia,https://www.facebook.com/hohindoaus/,Small,14338,3
Western Australian Council Of Social Service Inc,www.wacoss.org.au,Large,14351,66
Halal Food Bank Melbourne Inc.,https://halalfoodbankmelbourne.wordpress.com/,Small,14353,3
Anglican Church Of Saint Thomas Port Lincoln,www.anglicanportlincoln.com.au,Small,14385,23
Kindred Spirits Foundation,www.kindredspiritsfoundation.org.au,Small,14400,14
Samadhi Sathkara Incorporated,https://samadhi.org.au/,Small,14414,3
St John's Anglican Church Toorak,www.saintjohnstoorak.org,Medium,14422,162
TLC Support Inc.,www.tlcsupport.org.au,Small,14427,9
Uniting Country SA LTD,www.ucsa.org.au,Large,14457,38
Olivet Assembly Incorporated,olivetassembly.org.au,Medium,14481,6
Uca Riverina Presbytery,https://riverina.unitingchurch.org.au/,Medium,14494,45
Harrington Street Artists Co-Operativegallery Limited,www.harringtonstreetgallery.com,Small,14497,46
Sacred Heart Catholic Church Oakleigh,https://www.oakleighparishes.org.au,Small,14508,134
Upper Murray Innovation Foundation Inc,www.corryongnc.org,Small,14534,37
St Luke's Catholic Church Wantirna,http://www.stlukeswantirna.net,Small,14536,44
Adelong Pre School Inc,www.adelongpreschool.com,Medium,14570,37
Sea Mercy Australia Limited,www.seamercy.org.au,Small,14623,4
GLOBAL MISSION PARTNERS EXTEND LTD,https://www.extend.org.au/,Medium,14647,2
Lifeline Gippsland Inc,www.llg.org.au,Large,14696,54
Destiny Ministries INC,https://www.destinychristiancentre.org.au/,Small,14748,25
St Joseph The Worker Catholic Church,http://www.stjosephtheworker.org.au,Small,14763,52
Genesis Pregnancy Support Incorporated,www.genesispregnancysupport.org.au,Medium,14813,31
Corporation Of The Discalced Nuns Of The Order Of Our Lady Of Mount Carmel,www.carmeliteormiston.com,Medium,14825,95
Holy Rosary Catholic Church Kensington,https://flemkencatholic.com,Small,14828,107
North East Hills Uniting Churches,https://sa.uca.org.au,Small,14858,45
Urban Neighbours Of Hope,www.unoh.org,Small,14880,30
Jacaranda Community Centre Inc.,https://jacarandacommunitycentre.org.au,Large,14889,22
Open Heaven Ministries International Ltd,www.openheaven.org.au,Small,14938,15
Community Empowerment and Livelihood (CEAL),http://www.ceal.org.au,Small,14950,3
STOP THE TRAFFIK,http://www.beslaveryfree.com,Small,14976,9
The Trustee For Capital Region Community Foundation Gift Fund,https://www.greatergood.org.au/,Large,14994,19
On The Line Australia Ltd,www.ontheline.org.au,Large,14997,32
Our Lady Of Fatima Parish Catholic Church Rosebud,https://www.fatimarosebud.org,Small,14999,43
The Food Centre Incorporated,www.thefoodcentre.com.au,Medium,15019,32
Berwick Vineyard Church Inc.,www.theark.org.au,Small,15088,23
UCA - Lifeline North Coast (NSW),https://northcoast.lifeline.org.au/,Large,15098,34
The Trustee for LOVEWORLD AUSTRALIA,https://www.christembassy.org.au,Medium,15139,13
Radio Rescue Emergency Communications Incorporated,https://www.radiorescue.org.au,Small,15177,2
Assyrian Church of the East Relief Organization - Australia Limited,https://www.acero.org.au/,Small,15215,8
